Dataset,Algoritm,window,model,resample,F1-Score(micro),F1-Score(macro),F1-Score(weighted),F1-Score(None),Accuracy,Sensitivity,Specificity,ROC AUC score,Confusion matrix
commons-bcel,RandomForest,0,model1,NONE,0.8467961677067768,0.500401371657754,0.8979997052930522,[0.91640421 0.08439853],0.8467961677067768,0.31920529801324504,0.8587308245445829,0.588968061278914,"[28661, 4715, 514, 241]"
commons-bcel,DT,0,model1,NONE,0.7769476429052767,0.48139843092467133,0.8555780026090356,[0.87289848 0.08989839],0.7769476429052767,0.49801324503311256,0.7832574304889741,0.6406353377610433,"[26142, 7234, 379, 376]"
commons-bcel,LogistRegression,0,model1,NONE,0.7056634730889807,0.45524384635945697,0.8082510043709428,[0.82459142 0.08589627],0.7056634730889807,0.6251655629139072,0.7074844199424737,0.6663249914281905,"[23613, 9763, 283, 472]"
commons-bcel,MLP,0,model1,NONE,0.9778793472210014,0.4944079873198335,0.9669427198023359,[0.98881597 0.        ],0.9778793472210014,0.0,1.0,0.5,"[33376, 0, 755, 0]"
commons-bcel,RandomForest,0,model2,NONE,0.9403474846913363,0.6046267018116093,0.9528365411909478,[0.9689549  0.24029851],0.9403474846913363,0.42649006622516555,0.9519714765100671,0.6892307713676163,"[31773, 1603, 433, 322]"
commons-bcel,DT,0,model2,NONE,0.920541443262723,0.5862615439050559,0.9417015711858168,[0.95815461 0.21436848],0.920541443262723,0.4900662251655629,0.930279242569511,0.710172733867537,"[31049, 2327, 385, 370]"
commons-bcel,LogistRegression,0,model2,NONE,0.8101139726348481,0.5245163461477923,0.8767195887621219,[0.8930228 0.1560099],0.8101139726348481,0.7933774834437086,0.8104925695110259,0.8019350264773673,"[27051, 6325, 156, 599]"
commons-bcel,MLP,0,model2,NONE,0.9777035539538835,0.6088324585271857,0.971882905181612,[0.98868822 0.2289767 ],0.9777035539538835,0.14966887417218544,0.9964345637583892,0.5730517189652873,"[33257, 119, 642, 113]"
commons-bcel,RandomForest,0,model3,NONE,0.8147138964577657,0.5228996638333243,0.8795202041413414,[0.89602788 0.14977144],0.8147138964577657,0.7377483443708609,0.8164549376797698,0.7771016410253153,"[27250, 6126, 198, 557]"
commons-bcel,DT,0,model3,NONE,0.8140400222671472,0.5224600067850396,0.8791016147731098,[0.89561027 0.14930974],0.8140400222671472,0.7377483443708609,0.815765819750719,0.7767570820607901,"[27227, 6149, 198, 557]"
commons-bcel,LogistRegression,0,model3,NONE,0.8514839881632532,0.5404032290925536,0.901790887270805,[0.91851923 0.16228723],0.8514839881632533,0.6503311258278146,0.856034276126558,0.7531827009771863,"[28571, 4805, 264, 491]"
commons-bcel,MLP,0,model3,NONE,0.9778793472210014,0.4944079873198335,0.9669427198023359,[0.98881597 0.        ],0.9778793472210014,0.0,1.0,0.5,"[33376, 0, 755, 0]"
commons-bcel,DT,0,model1,ROS,0.7655503794204682,0.4785589924106689,0.848289494193642,[0.86540402 0.09171396],0.7655503794204682,0.5350993377483444,0.770763422818792,0.6529313802835682,"[25725, 7651, 351, 404]"
commons-bcel,RandomForest,0,model1,ROS,0.765901965954704,0.47833178845283314,0.8485155523251556,[0.86565106 0.09101251],0.765901965954704,0.5298013245033113,0.7712428092042186,0.6505220668537649,"[25741, 7635, 355, 400]"
commons-bcel,LogistRegression,0,model1,ROS,0.6988954323049427,0.45408751838488703,0.8034871928680047,[0.81966062 0.08851441],0.6988954323049427,0.6609271523178808,0.6997543144774688,0.6803407333976749,"[23355, 10021, 256, 499]"
commons-bcel,MLP,0,model1,ROS,0.7224224312208842,0.4686683063606681,0.8196121867636491,[0.8358571  0.10147951],0.7224224312208842,0.7086092715231788,0.722734899328859,0.7156720854260188,"[24122, 9254, 220, 535]"
commons-bcel,DT,0,model2,ROS,0.9147109665699804,0.5811951240986184,0.9383958692971968,[0.95493041 0.20745984],0.9147109665699804,0.5046357615894039,0.9239872962607862,0.7143115289250951,"[30839, 2537, 374, 381]"
commons-bcel,RandomForest,0,model2,ROS,0.9156485306612757,0.5845184835803021,0.9390243341161877,[0.95543413 0.21360284],0.9156485306612757,0.5178807947019868,0.9246464525407478,0.7212636236213673,"[30861, 2515, 364, 391]"
commons-bcel,LogistRegression,0,model2,ROS,0.8153584717705312,0.5277878204232265,0.8799876408700229,[0.89629069 0.15928495],0.8153584717705312,0.7907284768211921,0.8159156279961649,0.8033220524086784,"[27232, 6144, 158, 597]"
commons-bcel,MLP,0,model2,ROS,0.8858515718847968,0.5794524941995007,0.9225357438878968,[0.93841679 0.2204882 ],0.8858515718847968,0.7298013245033113,0.8893815915627996,0.8095914580330554,"[29684, 3692, 204, 551]"
commons-bcel,DT,0,model3,ROS,0.8140693211450002,0.5225913796569285,0.8791215056189964,[0.895625   0.14955776],0.8140693211450002,0.7390728476821192,0.815765819750719,0.7774193337164192,"[27227, 6149, 197, 558]"
