commons-bcel,RandomForest,0,model1,RUS,0.6873223755530163,0.45233548884003794,0.7952038178405333,[0.81107492 0.09359606],0.6873223755530163,0.7298013245033113,0.6863614573346117,0.7080813909189615,"[22908, 10468, 204, 551]"
commons-bcel,DT,0,model1,RUS,0.6599572236383346,0.4400560961118396,0.7754338454709397,[0.79095821 0.08915398],0.6599572236383346,0.752317880794702,0.6578679290508149,0.7050929049227584,"[21957, 11419, 187, 568]"
commons-bcel,LogisticRegression,0,model1,RUS,0.6969617063666461,0.449327066822033,0.802267016865061,[0.81860432 0.08004981],0.6969617063666461,0.5960264900662252,0.699244966442953,0.647635728254589,"[23338, 10038, 305, 450]"
commons-bcel,MLP,0,model1,RUS,0.6577891066772142,0.4406676968013365,0.7737369425836552,[0.78915445 0.09218094],0.6577891066772142,0.785430463576159,0.6549017257909875,0.7201660946835733,"[21858, 11518, 162, 593]"
commons-bcel,RandomForest,0,model2,RUS,0.818288359555829,0.5358236157798364,0.8818999503044055,[0.89791955 0.17372768],0.818288359555829,0.8635761589403973,0.8172639022051774,0.8404200305727872,"[27277, 6099, 103, 652]"
commons-bcel,DT,0,model2,RUS,0.7972224663795376,0.5192073733463627,0.8686383030618284,[0.88481318 0.15360157],0.7972224663795376,0.8317880794701987,0.7964405560882071,0.814114317779203,"[26582, 6794, 127, 628]"
commons-bcel,LogisticRegression,0,model2,RUS,0.815680759426914,0.5255572253976947,0.8801514480866104,[0.89656533 0.15454912],0.815680759426914,0.7615894039735099,0.8169043624161074,0.7892468831948087,"[27265, 6111, 180, 575]"
commons-bcel,MLP,0,model2,RUS,0.8189622337464475,0.5352094064661992,0.8823033384711857,[0.89837004 0.17204877],0.8189622337464475,0.8503311258278146,0.8182526366251198,0.8342918812264671,"[27310, 6066, 113, 642]"
commons-bcel,RandomForest,0,model3,RUS,0.811403123260379,0.5207516070310432,0.877461280128002,[0.89397309 0.14753013],0.8114031232603791,0.7377483443708609,0.8130692713326941,0.7754088078517776,"[27137, 6239, 198, 557]"
commons-bcel,DT,0,model3,RUS,0.8111394333597023,0.5205817987744448,0.8772970371096855,[0.8938091 0.1473545],0.8111394333597023,0.7377483443708609,0.8127996164908916,0.7752739804308764,"[27128, 6248, 198, 557]"
