pdfbox,FRCH,ATAF,CountInput,line,uniqueWordsQty,CountOutput,rfc,methodsInvokedQty,cbo,CountLine,SumCyclomatic,cboModified,CountLineComment,fanout,fanin,modifiers,CountLineCode,CountLineCodeDecl,BOM,CountLineCodeExe
pdfbox,FRCH,ATAF,CountInput,line,uniqueWordsQty,CountOutput,methodsInvokedQty,cbo,rfc,CountLine,SumCyclomatic,cboModified,CountLineComment,fanout,fanin,modifiers,CountLineCode,CountLineCodeDecl,BOM,CountLineCodeExe
