Dataset,Algoritm,Approach,window,model,resample,F1-Score,Accuracy,Sensitivity,Specificity,ROC AUC score
easymock,LogisticRegression,slw,2,StrEvo,SMOTE,0.94466778,0.7273653813487345,0.6133333333333333,0.7288368891947694,0.6710851112640513
easymock,MLP,slw,2,StrEvo,SMOTE,0.94466778,0.9218617292339052,0.6933333333333334,0.9248107364074328,0.8090720348703831
easymock,RandomForest,slw,2,Evo,SMOTE,0.94466778,0.3393069475114659,0.9533333333333334,0.3313833448038541,0.6423583390685937
easymock,DT,slw,2,Evo,SMOTE,0.94466778,0.3393069475114659,0.9533333333333334,0.3313833448038541,0.6423583390685937
easymock,LogisticRegression,slw,2,Evo,SMOTE,0.94466778,0.2835909631391201,0.9066666666666666,0.2755505849965588,0.5911086258316127
easymock,MLP,slw,2,Evo,SMOTE,0.94466778,0.3389672158994394,0.9533333333333334,0.3310392291810048,0.642186281257169
easymock,RandomForest,slw,2,Str,ADA,0.94466778,0.942075760149482,0.14,0.9524260151410874,0.5462130075705437
easymock,DT,slw,2,Str,ADA,0.94466778,0.9213521318158656,0.1933333333333333,0.9307467309015828,0.5620400321174581
easymock,LogisticRegression,slw,2,Str,ADA,0.94466778,0.7276201800577544,0.5866666666666667,0.7294390915347557,0.6580528791007112
easymock,MLP,slw,2,Str,ADA,0.94466778,0.8872091048072023,0.6333333333333333,0.8904852030282174,0.7619092681807755
easymock,RandomForest,slw,2,StrEvo,ADA,0.94466778,0.9493799898080516,0.14,0.9598245010323468,0.5499122505161734
easymock,DT,slw,2,StrEvo,ADA,0.94466778,0.9433497536945812,0.1933333333333333,0.9530282174810736,0.5731807754072036
easymock,LogisticRegression,slw,2,StrEvo,ADA,0.94466778,0.7237132665194497,0.6066666666666667,0.725223675154852,0.6659451709107593
easymock,MLP,slw,2,StrEvo,ADA,0.94466778,0.9156616273144216,0.7466666666666667,0.9178423950447352,0.8322545308557008
easymock,RandomForest,slw,2,Evo,ADA,0.94466778,0.3393069475114659,0.9533333333333334,0.3313833448038541,0.6423583390685937
easymock,DT,slw,2,Evo,ADA,0.94466778,0.3393069475114659,0.9533333333333334,0.3313833448038541,0.6423583390685937
easymock,LogisticRegression,slw,2,Evo,ADA,0.94466778,0.2900458637676236,0.9066666666666666,0.2820887818306951,0.594377724248681
easymock,MLP,slw,2,Evo,ADA,0.94466778,0.3389672158994394,0.9533333333333334,0.3310392291810048,0.642186281257169
easymock,RandomForest,slw,3,Str,NONE,0.94466778,0.9262287874791172,0.576,0.9301209103840684,0.7530604551920342
easymock,DT,slw,3,Str,NONE,0.94466778,0.9185790908291568,0.656,0.9214971550497866,0.7887485775248934
easymock,LogisticRegression,slw,3,Str,NONE,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,MLP,slw,3,Str,NONE,0.94466778,0.9891849116328144,0.128,0.99875533428165,0.563377667140825
easymock,RandomForest,slw,3,StrEvo,NONE,0.94466778,0.9649169084674228,0.528,0.9697724039829304,0.7488862019914652
easymock,DT,slw,3,StrEvo,NONE,0.94466778,0.9649169084674228,0.704,0.9678165007112376,0.8359082503556188
easymock,LogisticRegression,slw,3,StrEvo,NONE,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,MLP,slw,3,StrEvo,NONE,0.94466778,0.9908555350391276,0.232,0.9992887624466572,0.6156443812233287
easymock,RandomForest,slw,3,Evo,NONE,0.94466778,0.8691638090213664,0.4,0.874377667140825,0.6371888335704124
easymock,DT,slw,3,Evo,NONE,0.94466778,0.8680207509012574,0.4,0.873221906116643,0.6366109530583214
easymock,LogisticRegression,slw,3,Evo,NONE,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,MLP,slw,3,Evo,NONE,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,RandomForest,slw,3,Str,RUS,0.94466778,0.7531873736041502,0.848,0.7521337126600285,0.8000668563300142
easymock,DT,slw,3,Str,RUS,0.94466778,0.7392948210674404,0.768,0.7389758179231863,0.7534879089615932
easymock,LogisticRegression,slw,3,Str,RUS,0.94466778,0.7490547788622175,0.552,0.7512446657183499,0.651622332859175
easymock,MLP,slw,3,Str,RUS,0.94466778,0.7310296315835751,0.664,0.7317745376955903,0.6978872688477952
easymock,RandomForest,slw,3,StrEvo,RUS,0.94466778,0.778598434889651,0.88,0.7774715504978663,0.828735775248933
easymock,DT,slw,3,StrEvo,RUS,0.94466778,0.7687505495471731,0.824,0.7681365576102418,0.7960682788051209
easymock,LogisticRegression,slw,3,StrEvo,RUS,0.94466778,0.7491427064099182,0.608,0.7507112375533428,0.6793556187766715
easymock,MLP,slw,3,StrEvo,RUS,0.94466778,0.7592543743954981,0.8,0.7588015647226174,0.7794007823613087
easymock,RandomForest,slw,3,Evo,RUS,0.94466778,0.8648553591840323,0.4,0.8700213371266002,0.6350106685633001
easymock,DT,slw,3,Evo,RUS,0.94466778,0.866965620328849,0.4,0.8721550497866287,0.6360775248933143
easymock,LogisticRegression,slw,3,Evo,RUS,0.94466778,0.828101644245142,0.336,0.833570412517781,0.5847852062588905
easymock,MLP,slw,3,Evo,RUS,0.94466778,0.8645915765409303,0.4,0.8697546230440967,0.6348773115220483
easymock,RandomForest,slw,3,Str,ENN,0.94466778,0.924294381429702,0.576,0.9281650071123756,0.7520825035561878
easymock,DT,slw,3,Str,ENN,0.94466778,0.9153257715642312,0.648,0.918296586059744,0.783148293029872
easymock,LogisticRegression,slw,3,Str,ENN,0.94466778,0.988481491251209,0.008,0.999377667140825,0.5036888335704125
easymock,MLP,slw,3,Str,ENN,0.94466778,0.9859315923678889,0.128,0.9954658605974396,0.5617329302987198
easymock,RandomForest,slw,3,StrEvo,ENN,0.94466778,0.9613118790116943,0.568,0.9656827880512092,0.7668413940256046
easymock,DT,slw,3,StrEvo,ENN,0.94466778,0.962279082036402,0.712,0.965060455192034,0.838530227596017
easymock,LogisticRegression,slw,3,StrEvo,ENN,0.94466778,0.9883935637035084,0.008,0.9992887624466572,0.5036443812233287
easymock,MLP,slw,3,StrEvo,ENN,0.94466778,0.9881297810604064,0.288,0.9959103840682788,0.6419551920341394
easymock,RandomForest,slw,3,Evo,ENN,0.94466778,0.8630088806823177,0.4,0.8681543385490754,0.6340771692745376
easymock,DT,slw,3,Evo,ENN,0.94466778,0.8617778950145081,0.4,0.8669096728307255,0.6334548364153627
easymock,LogisticRegression,slw,3,Evo,ENN,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,MLP,slw,3,Evo,ENN,0.94466778,0.9454849204255692,0.184,0.9539473684210528,0.5689736842105263
easymock,RandomForest,slw,3,Str,TL,0.94466778,0.9294821067440427,0.544,0.9337660028449504,0.7388830014224752
easymock,DT,slw,3,Str,TL,0.94466778,0.9198100764969664,0.632,0.9230085348506402,0.7775042674253201
easymock,LogisticRegression,slw,3,Str,TL,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,MLP,slw,3,Str,TL,0.94466778,0.9898883320144202,0.112,0.9996443812233284,0.5558221906116644
easymock,RandomForest,slw,3,StrEvo,TL,0.94466778,0.9637738503473138,0.568,0.9681721194879088,0.7680860597439545
easymock,DT,slw,3,StrEvo,TL,0.94466778,0.9638617778950144,0.688,0.966927453769559,0.8274637268847795
easymock,LogisticRegression,slw,3,StrEvo,TL,0.94466778,0.9889211289897124,0.0,0.999911095305832,0.499955547652916
easymock,MLP,slw,3,StrEvo,TL,0.94466778,0.9903279697529236,0.224,0.998844238975818,0.6114221194879089
easymock,RandomForest,slw,3,Evo,TL,0.94466778,0.8691638090213664,0.4,0.874377667140825,0.6371888335704124
easymock,DT,slw,3,Evo,TL,0.94466778,0.8680207509012574,0.4,0.873221906116643,0.6366109530583214
easymock,LogisticRegression,slw,3,Evo,TL,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,MLP,slw,3,Evo,TL,0.94466778,0.9890090565374132,0.0,1.0,0.5
easymock,RandomForest,slw,3,Str,ROS,0.94466778,0.919370438758463,0.648,0.9223862019914651,0.7851931009957326
easymock,DT,slw,3,Str,ROS,0.94466778,0.9195462938538644,0.648,0.9225640113798008,0.7852820056899005
easymock,LogisticRegression,slw,3,Str,ROS,0.94466778,0.7912600017585509,0.576,0.7936522048364154,0.6848261024182077
easymock,MLP,slw,3,Str,ROS,0.94466778,0.8827046513672734,0.792,0.8837126600284495,0.8378563300142248
easymock,RandomForest,slw,3,StrEvo,ROS,0.94466778,0.962279082036402,0.64,0.9658605974395448,0.8029302987197724
easymock,DT,slw,3,StrEvo,ROS,0.94466778,0.9636859227996132,0.664,0.9670163584637268,0.8155081792318635
easymock,LogisticRegression,slw,3,StrEvo,ROS,0.94466778,0.7973270025498989,0.672,0.798719772403983,0.7353598862019916
easymock,MLP,slw,3,StrEvo,ROS,0.94466778,0.9524311966939242,0.776,0.954391891891892,0.865195945945946
easymock,RandomForest,slw,3,Evo,ROS,0.94466778,0.868108678448958,0.4,0.8733108108108109,0.6366554054054053
easymock,DT,slw,3,Evo,ROS,0.94466778,0.8680207509012574,0.4,0.873221906116643,0.6366109530583214
easymock,LogisticRegression,slw,3,Evo,ROS,0.94466778,0.8661742723995428,0.352,0.8718883357041252,0.6119441678520625
easymock,MLP,slw,3,Evo,ROS,0.94466778,0.8646795040886309,0.4,0.8698435277382646,0.6349217638691322
easymock,RandomForest,slw,3,Str,SMOTE,0.94466778,0.959729183153082,0.448,0.9654160739687055,0.7067080369843528
easymock,DT,slw,3,Str,SMOTE,0.94466778,0.9521674140508222,0.448,0.9577702702702704,0.7028851351351352
easymock,LogisticRegression,slw,3,Str,SMOTE,0.94466778,0.7878308273982239,0.552,0.7904516358463727,0.6712258179231864
easymock,MLP,slw,3,Str,SMOTE,0.94466778,0.8964213488085817,0.68,0.8988264580369844,0.7894132290184923
easymock,RandomForest,slw,3,StrEvo,SMOTE,0.94466778,0.9720390398311792,0.44,0.9779516358463728,0.7089758179231863
easymock,DT,slw,3,StrEvo,SMOTE,0.94466778,0.97089598171107,0.56,0.9754623044096729,0.7677311522048365
easymock,LogisticRegression,slw,3,StrEvo,SMOTE,0.94466778,0.7928426976171634,0.672,0.7941856330014224,0.7330928165007113
easymock,MLP,slw,3,StrEvo,SMOTE,0.94466778,0.9587619801283742,0.696,0.9616820768136558,0.8288410384068279
easymock,RandomForest,slw,3,Evo,SMOTE,0.94466778,0.8691638090213664,0.4,0.874377667140825,0.6371888335704124
easymock,DT,slw,3,Evo,SMOTE,0.94466778,0.8690758814736657,0.4,0.8742887624466572,0.6371443812233285
easymock,LogisticRegression,slw,3,Evo,SMOTE,0.94466778,0.8661742723995428,0.352,0.8718883357041252,0.6119441678520625
easymock,MLP,slw,3,Evo,SMOTE,0.94466778,0.86582256220874,0.4,0.8709992887624467,0.6354996443812233
easymock,RandomForest,slw,3,Str,ADA,0.94466778,0.959729183153082,0.448,0.9654160739687055,0.7067080369843528
easymock,DT,slw,3,Str,ADA,0.94466778,0.9366921656554998,0.48,0.9417674253200568,0.7108837126600285
easymock,LogisticRegression,slw,3,Str,ADA,0.94466778,0.7679592016178669,0.624,0.7695590327169275,0.6967795163584638
easymock,MLP,slw,3,Str,ADA,0.94466778,0.9068847269849644,0.656,0.9096728307254623,0.7828364153627312
easymock,RandomForest,slw,3,StrEvo,ADA,0.94466778,0.9736217356897916,0.424,0.9797297297297296,0.7018648648648649
easymock,DT,slw,3,StrEvo,ADA,0.94466778,0.9713356194495736,0.528,0.9762624466571836,0.7521312233285918
easymock,LogisticRegression,slw,3,StrEvo,ADA,0.94466778,0.7700694627626835,0.712,0.7707147937411095,0.7413573968705548
easymock,MLP,slw,3,StrEvo,ADA,0.94466778,0.9551569506726456,0.696,0.9580369843527738,0.8270184921763869
easymock,RandomForest,slw,3,Evo,ADA,0.94466778,0.8691638090213664,0.4,0.874377667140825,0.6371888335704124
easymock,DT,slw,3,Evo,ADA,0.94466778,0.8690758814736657,0.4,0.8742887624466572,0.6371443812233285
easymock,LogisticRegression,slw,3,Evo,ADA,0.94466778,0.801899235030335,0.424,0.8060988620199147,0.6150494310099573
easymock,MLP,slw,3,Evo,ADA,0.94466778,0.8657346346610393,0.4,0.8709103840682788,0.6354551920341394
easymock,RandomForest,slw,4,Str,NONE,0.94466778,0.9357279606162824,0.5,0.94095396254267,0.720476981271335
easymock,DT,slw,4,Str,NONE,0.94466778,0.9258820311787764,0.5461538461538461,0.9304363871205832,0.7382951166372146
easymock,LogisticRegression,slw,4,Str,NONE,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,Str,NONE,0.94466778,0.9891512444160816,0.1153846153846153,0.9996309622658917,0.5575077888252535
easymock,RandomForest,slw,4,StrEvo,NONE,0.94466778,0.9664509071018323,0.4692307692307692,0.9724144293754036,0.7208225993030866
easymock,DT,slw,4,StrEvo,NONE,0.94466778,0.9656304129820404,0.5846153846153846,0.9702002029707536,0.7774077937930691
easymock,LogisticRegression,slw,4,StrEvo,NONE,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,StrEvo,NONE,0.94466778,0.9910657306955968,0.3384615384615385,0.9988928867976752,0.6686772126296069
easymock,RandomForest,slw,4,Evo,NONE,0.94466778,0.3627495669614368,0.9692307692307692,0.3554755973798321,0.6623531833053007
easymock,DT,slw,4,Evo,NONE,0.94466778,0.3629318989880573,0.9692307692307692,0.3556601162468862,0.6624454427388278
easymock,LogisticRegression,slw,4,Evo,NONE,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,Evo,NONE,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,RandomForest,slw,4,Str,RUS,0.94466778,0.767435500045583,0.7461538461538462,0.7676907463788172,0.7569222962663316
easymock,DT,slw,4,Str,RUS,0.94466778,0.7434588385449904,0.7461538461538462,0.7434265153611956,0.7447901807575209
easymock,LogisticRegression,slw,4,Str,RUS,0.94466778,0.7502962895432582,0.6153846153846154,0.7519143832456868,0.6836494993151512
easymock,MLP,slw,4,Str,RUS,0.94466778,0.705351444981311,0.7538461538461538,0.7047698127133499,0.7293079832797519
easymock,RandomForest,slw,4,StrEvo,RUS,0.94466778,0.7835718844014952,0.8,0.7833748500784206,0.7916874250392103
easymock,DT,slw,4,StrEvo,RUS,0.94466778,0.7898623393199016,0.8538461538461538,0.7890949349570994,0.8214705444016267
easymock,LogisticRegression,slw,4,StrEvo,RUS,0.94466778,0.7446439967180235,0.6230769230769231,0.7461020389334809,0.684589481005202
easymock,MLP,slw,4,StrEvo,RUS,0.94466778,0.7457379888777463,0.8692307692307693,0.7442568502629394,0.8067438097468543
easymock,RandomForest,slw,4,Evo,RUS,0.94466778,0.3543622937368949,0.9692307692307692,0.3469877294953409,0.658109249363055
easymock,DT,slw,4,Evo,RUS,0.94466778,0.8617011578083691,0.5076923076923077,0.8659470430851555,0.6868196753887316
easymock,LogisticRegression,slw,4,Evo,RUS,0.94466778,0.8281520649102014,0.4461538461538462,0.8327336470154073,0.6394437465846268
easymock,MLP,slw,4,Evo,RUS,0.94466778,0.8668976205670526,0.5076923076923077,0.871205830796199,0.6894490692442534
easymock,RandomForest,slw,4,Str,ENN,0.94466778,0.9312608259640806,0.4923076923076923,0.9365255097333702,0.7144166010205313
easymock,DT,slw,4,Str,ENN,0.94466778,0.9220530586197464,0.5769230769230769,0.9261924531783376,0.7515577650507071
easymock,LogisticRegression,slw,4,Str,ENN,0.94466778,0.9880572522563588,0.0076923076923076,0.9998154811329458,0.5037538944126267
easymock,MLP,slw,4,Str,ENN,0.94466778,0.988148418269669,0.1153846153846153,0.9986161084970938,0.5570003619408546
easymock,RandomForest,slw,4,StrEvo,ENN,0.94466778,0.964718752848938,0.5230769230769231,0.9700156841036996,0.7465463035903114
easymock,DT,slw,4,StrEvo,ENN,0.94466778,0.9641717567690764,0.6615384615384615,0.9678014576990496,0.8146699596187555
easymock,LogisticRegression,slw,4,StrEvo,ENN,0.94466778,0.988148418269669,0.0153846153846153,0.9998154811329458,0.5076000482587806
easymock,MLP,slw,4,StrEvo,ENN,0.94466778,0.9847752757771904,0.4538461538461538,0.9911430943814004,0.7224946241137771
easymock,RandomForest,slw,4,Evo,ENN,0.94466778,0.3627495669614368,0.9692307692307692,0.3554755973798321,0.6623531833053007
easymock,DT,slw,4,Evo,ENN,0.94466778,0.3629318989880573,0.9692307692307692,0.3556601162468862,0.6624454427388278
easymock,LogisticRegression,slw,4,Evo,ENN,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,Evo,ENN,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,RandomForest,slw,4,Str,TL,0.94466778,0.9320813200838728,0.5153846153846153,0.9370790663345328,0.7262318408595742
easymock,DT,slw,4,Str,TL,0.94466778,0.9250615370589844,0.5615384615384615,0.9294215333517852,0.7454799974451234
easymock,LogisticRegression,slw,4,Str,TL,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,Str,TL,0.94466778,0.989333576442702,0.1,1.0,0.55
easymock,RandomForest,slw,4,StrEvo,TL,0.94466778,0.9668155711550734,0.4692307692307692,0.972783467109512,0.7210071181701406
easymock,DT,slw,4,StrEvo,TL,0.94466778,0.965903911021971,0.6076923076923076,0.9702002029707536,0.7889462553315307
easymock,LogisticRegression,slw,4,StrEvo,TL,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,StrEvo,TL,0.94466778,0.9910657306955968,0.3461538461538461,0.998800627364148,0.6724772367589972
easymock,RandomForest,slw,4,Evo,TL,0.94466778,0.3627495669614368,0.9692307692307692,0.3554755973798321,0.6623531833053007
easymock,DT,slw,4,Evo,TL,0.94466778,0.3629318989880573,0.9692307692307692,0.3556601162468862,0.6624454427388278
easymock,LogisticRegression,slw,4,Evo,TL,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,MLP,slw,4,Evo,TL,0.94466778,0.988148418269669,0.0,1.0,0.5
easymock,RandomForest,slw,4,Str,ROS,0.94466778,0.9270671893518097,0.5615384615384615,0.9314512408893808,0.7464948512139212
easymock,DT,slw,4,Str,ROS,0.94466778,0.9261555292187073,0.5384615384615384,0.9308054248546914,0.7346334816581149
easymock,LogisticRegression,slw,4,Str,ROS,0.94466778,0.7890418452001094,0.6461538461538462,0.7907556047605868,0.7184547254572164
easymock,MLP,slw,4,Str,ROS,0.94466778,0.8935180964536421,0.7307692307692307,0.8954700618138205,0.8131196462915257
easymock,RandomForest,slw,4,StrEvo,ROS,0.94466778,0.9645364208223174,0.5307692307692308,0.9697389058031184,0.7502540682861746
easymock,DT,slw,4,StrEvo,ROS,0.94466778,0.9661774090619016,0.6,0.970569240704862,0.7852846203524311
easymock,LogisticRegression,slw,4,StrEvo,ROS,0.94466778,0.8008934269304403,0.7076923076923077,0.8020112556508903,0.7548517816715989
easymock,MLP,slw,4,StrEvo,ROS,0.94466778,0.9514996809189534,0.7615384615384615,0.953778023802934,0.8576582426706977
easymock,RandomForest,slw,4,Evo,ROS,0.94466778,0.3627495669614368,0.9692307692307692,0.3554755973798321,0.6623531833053007
easymock,DT,slw,4,Evo,ROS,0.94466778,0.3629318989880573,0.9692307692307692,0.3556601162468862,0.6624454427388278
easymock,LogisticRegression,slw,4,Evo,ROS,0.94466778,0.8381803263743276,0.4384615384615384,0.842974444136913,0.6407179912992257
easymock,MLP,slw,4,Evo,ROS,0.94466778,0.3601057525754398,0.9692307692307692,0.3528000738075468,0.6610154215191582
easymock,RandomForest,slw,4,Str,SMOTE,0.94466778,0.9687300574345884,0.3615384615384615,0.9760125472829596,0.6687755044107107
easymock,DT,slw,4,Str,SMOTE,0.94466778,0.9247880390190536,0.4,0.9310822031552728,0.6655411015776362
easymock,LogisticRegression,slw,4,Str,SMOTE,0.94466778,0.7880390190536968,0.6230769230769231,0.7900175292923701,0.7065472261846466
easymock,MLP,slw,4,Str,SMOTE,0.94466778,0.9209590664600236,0.6153846153846154,0.9246240428083772,0.7700043290964963
easymock,RandomForest,slw,4,StrEvo,SMOTE,0.94466778,0.9757498404594768,0.3538461538461538,0.9832087830980718,0.6685274684721129
easymock,DT,slw,4,StrEvo,SMOTE,0.94466778,0.9758410064727868,0.5538461538461539,0.9809022972598948,0.7673742255530244
easymock,LogisticRegression,slw,4,StrEvo,SMOTE,0.94466778,0.7966997903181694,0.6923076923076923,0.7979518405756989,0.7451297664416956
easymock,MLP,slw,4,StrEvo,SMOTE,0.94466778,0.9541434953049504,0.7,0.9571916228434356,0.8285958114217179
easymock,RandomForest,slw,4,Evo,SMOTE,0.94466778,0.3633877290546084,0.9692307692307692,0.3561214134145216,0.6626760913226455
easymock,DT,slw,4,Evo,SMOTE,0.94466778,0.3635700610812289,0.9692307692307692,0.3563059322815758,0.6627683507561726
easymock,LogisticRegression,slw,4,Evo,SMOTE,0.94466778,0.8381803263743276,0.4384615384615384,0.842974444136913,0.6407179912992257
easymock,MLP,slw,4,Evo,SMOTE,0.94466778,0.360926246695232,0.9692307692307692,0.3536304087092905,0.6614305889700298
easymock,RandomForest,slw,4,Str,ADA,0.94466778,0.9679095633147964,0.3538461538461538,0.975274471814743,0.6645603128304485
easymock,DT,slw,4,Str,ADA,0.94466778,0.926064363205397,0.4538461538461538,0.9317280191899622,0.692787086518058
easymock,LogisticRegression,slw,4,Str,ADA,0.94466778,0.7587747287811104,0.6846153846153846,0.7596641756619614,0.7221397801386731
easymock,MLP,slw,4,Str,ADA,0.94466778,0.9201385723402316,0.6384615384615384,0.9235169296060524,0.7809892340337954
easymock,RandomForest,slw,4,StrEvo,ADA,0.94466778,0.974291184246513,0.3384615384615385,0.9819171510286928,0.6601893447451156
easymock,DT,slw,4,StrEvo,ADA,0.94466778,0.8817576807366214,0.5846153846153846,0.8853215241258419,0.7349684543706133
easymock,LogisticRegression,slw,4,StrEvo,ADA,0.94466778,0.7774637615097092,0.7230769230769231,0.7781160623673771,0.7505964927221501
easymock,MLP,slw,4,StrEvo,ADA,0.94466778,0.9565138116510165,0.7076923076923077,0.9594981086816128,0.8335952081869603
easymock,RandomForest,slw,4,Evo,ADA,0.94466778,0.3633877290546084,0.9692307692307692,0.3561214134145216,0.6626760913226455
easymock,DT,slw,4,Evo,ADA,0.94466778,0.3635700610812289,0.9692307692307692,0.3563059322815758,0.6627683507561726
easymock,LogisticRegression,slw,4,Evo,ADA,0.94466778,0.8381803263743276,0.4384615384615384,0.842974444136913,0.6407179912992257
easymock,MLP,slw,4,Evo,ADA,0.94466778,0.360561582641991,0.9692307692307692,0.3532613709751822,0.6612460701029756
Openfire,RandomForest,trad,0,Str,NONE,0.95271837,0.910211105483678,0.4934010152284264,0.9149910933625176,0.704196054295472
Openfire,DT,trad,0,Str,NONE,0.95271837,0.8702518532160781,0.5593908629441624,0.8738168143344471,0.7166038386393048
Openfire,LogisticRegression,trad,0,Str,NONE,0.95271837,0.7621149684607947,0.6472081218274112,0.7634327228696837,0.7053204223485474
Openfire,MLP,trad,0,Str,NONE,0.95271837,0.9886965329895484,0.0065989847715736,0.9999592506781853,0.5032791177248793
Openfire,RandomForest,trad,0,Str,NONE,0.95271837,0.910211105483678,0.4934010152284264,0.9149910933625176,0.704196054295472
Openfire,DT,trad,0,Str,NONE,0.95271837,0.8702518532160781,0.5593908629441624,0.8738168143344471,0.7166038386393048
Openfire,LogisticRegression,trad,0,Str,NONE,0.95271837,0.7621149684607947,0.6472081218274112,0.7634327228696837,0.7053204223485474
Openfire,MLP,trad,0,Str,NONE,0.95271837,0.9886965329895484,0.0065989847715736,0.9999592506781853,0.5032791177248793
Openfire,RandomForest,trad,0,StrEvo,NONE,0.95271837,0.9211289654219807,0.4903553299492386,0.9260690875644711,0.708212208756855
Openfire,DT,trad,0,StrEvo,NONE,0.95271837,0.905278788157834,0.531979695431472,0.9095597908977656,0.720769743164619
Openfire,LogisticRegression,trad,0,StrEvo,NONE,0.95271837,0.7653149316266863,0.6482233502538071,0.7666577406247453,0.7074405454392763
Openfire,MLP,trad,0,StrEvo,NONE,0.95271837,0.9887080436484184,0.0116751269035532,0.9999126800246824,0.5057939034641179
Openfire,RandomForest,trad,0,Evo,NONE,0.95271837,0.3412162162162162,0.798984771573604,0.3359665157001316,0.5674756436368678
Openfire,DT,trad,0,Evo,NONE,0.95271837,0.3404277360836134,0.798984771573604,0.3351689932588979,0.567076882416251
Openfire,LogisticRegression,trad,0,Evo,NONE,0.95271837,0.5388081863805885,0.4685279187817259,0.5396141621357302,0.5040710404587281
Openfire,MLP,trad,0,Evo,NONE,0.95271837,0.988662001012938,0.0,1.0,0.5
Openfire,DT,trad,0,Str,ROS,0.95271837,0.8632706386113541,0.584263959390863,0.866470293744397,0.7253671265676299
Openfire,RandomForest,trad,0,Str,ROS,0.95271837,0.8624418711727059,0.5893401015228427,0.8655738086644701,0.7274569550936563
Openfire,LogisticRegression,trad,0,Str,ROS,0.95271837,0.7628228739813067,0.6472081218274112,0.7641487466672876,0.7056784342473494
Openfire,MLP,trad,0,Str,ROS,0.95271837,0.8356910999585616,0.6842639593908629,0.8374276699537786,0.7608458146723207
Openfire,DT,trad,0,StrEvo,ROS,0.95271837,0.9001507896311985,0.5593908629441624,0.90405863245276,0.7317247476984611
Openfire,RandomForest,trad,0,StrEvo,ROS,0.95271837,0.899690363276394,0.5680203045685279,0.9034939632790396,0.7357571339237838
Openfire,LogisticRegression,trad,0,StrEvo,ROS,0.95271837,0.7656832727105299,0.650253807106599,0.7670070205260155,0.7086304138163073
Openfire,MLP,trad,0,StrEvo,ROS,0.95271837,0.8733194438049634,0.6766497461928934,0.8755748565041739,0.7761123013485337
Openfire,DT,trad,0,Evo,ROS,0.95271837,0.332594732722501,0.8065989847715737,0.3271588408564343,0.5668789128140039
Openfire,RandomForest,trad,0,Evo,ROS,0.95271837,0.3326062433813711,0.8065989847715737,0.32717048351981,0.5668847341456918
Openfire,LogisticRegression,trad,0,Evo,ROS,0.95271837,0.5522583912703163,0.4649746192893401,0.5532593636120199,0.50911699145068
Openfire,MLP,trad,0,Evo,ROS,0.95271837,0.3275070215019107,0.7984771573604061,0.3221059249513919,0.5602915411558991
Openfire,RandomForest,trad,0,Str,SMOTE,0.95271837,0.9484207376030204,0.3177664974619289,0.9556530952020584,0.6367097963319938
Openfire,DT,trad,0,Str,SMOTE,0.95271837,0.8927494359777154,0.3873096446700507,0.8985458313443784,0.6429277380072146
Openfire,LogisticRegression,trad,0,Str,SMOTE,0.95271837,0.7651422717436346,0.6441624365482234,0.7665296713276128,0.7053460539379182
Openfire,MLP,trad,0,Str,SMOTE,0.95271837,0.8760589806160505,0.5675126903553299,0.8795973967004692,0.7235550435278997
Openfire,RandomForest,trad,0,StrEvo,SMOTE,0.95271837,0.9577155946406372,0.3111675126903553,0.9651302231898568,0.6381488679401061
Openfire,DT,trad,0,StrEvo,SMOTE,0.95271837,0.9470970118329574,0.3380710659898477,0.9540813356463425,0.646076200818095
Openfire,LogisticRegression,trad,0,StrEvo,SMOTE,0.95271837,0.7673177862700861,0.6517766497461929,0.7686428147302977,0.7102097322382452
Openfire,MLP,trad,0,StrEvo,SMOTE,0.95271837,0.9216066577650904,0.5126903553299492,0.9262961195002968,0.7194932374151229
Openfire,RandomForest,trad,0,Evo,SMOTE,0.95271837,0.3344364381417192,0.8050761421319796,0.3290391309916056,0.5670576365617926
Openfire,DT,trad,0,Evo,SMOTE,0.95271837,0.3344249274828491,0.8050761421319796,0.32902748832823,0.5670518152301047
Openfire,LogisticRegression,trad,0,Evo,SMOTE,0.95271837,0.5395391132188406,0.4680203045685279,0.5403592925917733,0.5041897985801506
Openfire,MLP,trad,0,Evo,SMOTE,0.95271837,0.2725321147382476,0.8258883248730965,0.2661862127580305,0.5460372688155635
Openfire,RandomForest,trad,0,Str,ADA,0.95271837,0.9469128412910356,0.3203045685279188,0.954098799641406,0.6372016840846624
